No;Kurum;Ders Kategorisi;Ders Açıklaması;Ders Konusu;Tarih;Süre;Klasör Adı;Oynatma Linki
1596;Türkçe ÖABTdeyiz;.2026 DİL BİLİM;;Gösterge Bilimi (Semiyotik) - 3 BELKİ Metin Bilimine de gireriz. :));29.03.2026 19:48;39 dk;63f2e14f54fa66ec3aceda1ecb023cfc40028865-1769528989173;https://185.86.155.222/playback/presentation/2.3/63f2e14f54fa66ec3aceda1ecb023cfc40028865-1769528989173
1597;Belirsiz / Bilinmeyen Müşteri;AYT Felsefe: ;ID ve Kelime Eşleşmesi Bulunamadı;AYT Felsefe: ;21.03.2024 20:01;Bilinmiyor;fc50bfd22bc49ccae3005b2aa48f5cb60b310c07-1711040510341;https://185.86.155.222/playback/presentation/2.3/fc50bfd22bc49ccae3005b2aa48f5cb60b310c07-1711040510341
1598;Belirsiz / Bilinmeyen Müşteri;Kuram ve Eleştiriler;ID ve Kelime Eşleşmesi Bulunamadı;Kuram ve Eleştiriler;19.01.2025 18:46;Bilinmiyor;5c288540cc4a3963fdae332c9d03f4a623c474ee-1737301612820;https://185.86.155.222/playback/presentation/2.3/5c288540cc4a3963fdae332c9d03f4a623c474ee-1737301612820
1599;Belirsiz / Bilinmeyen Müşteri;Eski Türk Dili 9, İsim Çekim Ekleri;ID ve Kelime Eşleşmesi Bulunamadı;Eski Türk Dili 9, İsim Çekim Ekleri;15.12.2022 18:50;Bilinmiyor;9e381d2a70585dd3f1d7d589f74e1d0ed3b7caa6-1671119439301;https://185.86.155.222/playback/presentation/2.3/9e381d2a70585dd3f1d7d589f74e1d0ed3b7caa6-1671119439301
1600;Türkçe ÖABTdeyiz;.2026 DİL BİLİM;;Gösterge Bilimi (Semiyotik) - 3 BELKİ Metin Bilimine de gireriz. :));29.03.2026 19:48;39 dk;63f2e14f54fa66ec3aceda1ecb023cfc40028865-1772905790982;https://185.86.155.222/playback/presentation/2.3/63f2e14f54fa66ec3aceda1ecb023cfc40028865-1772905790982
1601;Belirsiz / Bilinmeyen Müşteri;4 Temel Beceri ;ID ve Kelime Eşleşmesi Bulunamadı;4 Temel Beceri ;2.04.2024 20:05;Bilinmiyor;e8b92d82ee6d4123700bb3ca71356319e008c0d3-1712077528516;https://185.86.155.222/playback/presentation/2.3/e8b92d82ee6d4123700bb3ca71356319e008c0d3-1712077528516
1602;Belirsiz / Bilinmeyen Müşteri;Kimya 1 Konu: Kimya Bilimi;ID ve Kelime Eşleşmesi Bulunamadı;Kimya 1 Konu: Kimya Bilimi;4.10.2023 19:42;Bilinmiyor;936a1e5b14f7b13adc92ca4ec02f7b3fb4f1883c-1696437770661;https://185.86.155.222/playback/presentation/2.3/936a1e5b14f7b13adc92ca4ec02f7b3fb4f1883c-1696437770661
1603;Türkçe ÖABTdeyiz;.2026 ONLİNE DENEME ÇÖZÜMLERİ;;10. DENEME DİLBİLİM DİLBİLGİSİ EDEBİYAT ÇÖZÜM;1.07.2025 23:08;38 dk;3af846574fd50b2f85a88fec4e1df1aa4af0361e-1750717598929;https://185.86.155.222/playback/presentation/2.3/3af846574fd50b2f85a88fec4e1df1aa4af0361e-1750717598929
1604;Belirsiz / Bilinmeyen Müşteri;HİSAR, GELENEK, 1940 TOPLUMCULAR, İKİNCİ YENİ;ID ve Kelime Eşleşmesi Bulunamadı;HİSAR, GELENEK, 1940 TOPLUMCULAR, İKİNCİ YENİ;17.02.2024 18:51;Bilinmiyor;4c1766a355b2d11c7e3f782310fe99ed608eae4d-1708185077276;https://185.86.155.222/playback/presentation/2.3/4c1766a355b2d11c7e3f782310fe99ed608eae4d-1708185077276
1605;Belirsiz / Bilinmeyen Müşteri;1. DENEME (DÖRT TEMEL BECERİ ÇÖZÜM);ID ve Kelime Eşleşmesi Bulunamadı;1. DENEME (DÖRT TEMEL BECERİ ÇÖZÜM);11.02.2024 19:04;Bilinmiyor;15a2ee8b633f754e598185dfa9a9fcf803a820c1-1707667476286;https://185.86.155.222/playback/presentation/2.3/15a2ee8b633f754e598185dfa9a9fcf803a820c1-1707667476286
1606;Türkçe ÖABTdeyiz;2025 - GENEL TEKRAR;;DÖRT TEMEL BECERİ - 7;11.07.2025 18:39;45 dk;059f2ad29732c04932217af6f0290782094cecca-1751298719278;https://185.86.155.222/playback/presentation/2.3/059f2ad29732c04932217af6f0290782094cecca-1751298719278
1607;Türkçe ÖABTdeyiz;2025 ESKİ TÜRK EDEBİYATI;;aruz ve işlemler;29.01.2025 20:38;43 dk;fe534ba2be486200b29eba3998f61d35ede4b765-1741198811978;https://185.86.155.222/playback/presentation/2.3/fe534ba2be486200b29eba3998f61d35ede4b765-1741198811978
1608;Belirsiz / Bilinmeyen Müşteri;DİNLEME EĞİTİMİ SORU ÇÖZÜMÜ;ID ve Kelime Eşleşmesi Bulunamadı;DİNLEME EĞİTİMİ SORU ÇÖZÜMÜ;6.01.2025 18:47;Bilinmiyor;a7bb88795d338b5aaf53e13882b28f159d978cf6-1736178477581;https://185.86.155.222/playback/presentation/2.3/a7bb88795d338b5aaf53e13882b28f159d978cf6-1736178477581
1609;Belirsiz / Bilinmeyen Müşteri;dil bilim- bilirsin sağaltmaz incitir edebiyat.;ID ve Kelime Eşleşmesi Bulunamadı;dil bilim- bilirsin sağaltmaz incitir edebiyat.;12.01.2024 21:44;Bilinmiyor;2a3118bee8adb487c610585b9ef9cfb19b60625b-1705085075358;https://185.86.155.222/playback/presentation/2.3/2a3118bee8adb487c610585b9ef9cfb19b60625b-1705085075358
1610;Belirsiz / Bilinmeyen Müşteri;OKUMA EĞİTİMİ GİRİŞ;ID ve Kelime Eşleşmesi Bulunamadı;OKUMA EĞİTİMİ GİRİŞ;7.01.2024 18:46;Bilinmiyor;0b39fa7964b7e6a1c4d6189b8ce131b2a4f28d79-1704642382061;https://185.86.155.222/playback/presentation/2.3/0b39fa7964b7e6a1c4d6189b8ce131b2a4f28d79-1704642382061
1611;Türkçe ÖABTdeyiz;.2026 HALK EDEBİYATI;;halk edebiyatında tür ve şekil;10.11.2025 18:53;40 dk;6fb816cac8d877ed782a082bbfb25c5eb5744b39-1762191497568;https://185.86.155.222/playback/presentation/2.3/6fb816cac8d877ed782a082bbfb25c5eb5744b39-1762191497568
1612;Belirsiz / Bilinmeyen Müşteri;SORU ÇÖZÜMÜ-3;ID ve Kelime Eşleşmesi Bulunamadı;SORU ÇÖZÜMÜ-3;9.01.2024 20:47;Bilinmiyor;dfb704ca01640e7fc6de2cdfecda7b07b97c9dea-1704822423889;https://185.86.155.222/playback/presentation/2.3/dfb704ca01640e7fc6de2cdfecda7b07b97c9dea-1704822423889
1613;Belirsiz / Bilinmeyen Müşteri;Batı edebiyatı başlangıç...Belki sehre bir film, bir kitap ya da bir deli gelir...;ID ve Kelime Eşleşmesi Bulunamadı;Batı edebiyatı başlangıç...Belki sehre bir film, bir kitap ya da bir deli gelir...;19.01.2024 19:22;Bilinmiyor;8b04ea855d9d5c790faa74e3a476ed6085b6364e-1705681325876;https://185.86.155.222/playback/presentation/2.3/8b04ea855d9d5c790faa74e3a476ed6085b6364e-1705681325876
1614;Türkçe ÖABTdeyiz;.2026 HALK EDEBİYATI;;halk edebiyatında tür ve şekil;10.11.2025 18:53;40 dk;6fb816cac8d877ed782a082bbfb25c5eb5744b39-1766418449412;https://185.86.155.222/playback/presentation/2.3/6fb816cac8d877ed782a082bbfb25c5eb5744b39-1766418449412
1615;Türkçe ÖABTdeyiz;.2026 ESKİ TÜRK EDEBİYATI;;Aruz Bilgisi-2;4.12.2025 19:44;43 dk;d5a49c3ab0991a06073f0f2931a2fc49ad269629-1761241592917;https://185.86.155.222/playback/presentation/2.3/d5a49c3ab0991a06073f0f2931a2fc49ad269629-1761241592917
1616;Türkçe ÖABTdeyiz;.2026 DÜNYA EDEBİYATI;;fransız 6;30.11.2025 18:46;45 dk;35055dac95adb3f6c0c8afe1593ea9f87912dc72-1761493762352;https://185.86.155.222/playback/presentation/2.3/35055dac95adb3f6c0c8afe1593ea9f87912dc72-1761493762352
1617;Belirsiz / Bilinmeyen Müşteri;19) Dil bilgisi [Sözcük Türleri (isim, zamir, sıfat, zarf)]-1;ID ve Kelime Eşleşmesi Bulunamadı;19) Dil bilgisi [Sözcük Türleri (isim, zamir, sıfat, zarf)]-1;13.12.2024 18:51;Bilinmiyor;3952b1ba6290cff1170a97c1b872549e03a00571-1734105083426;https://185.86.155.222/playback/presentation/2.3/3952b1ba6290cff1170a97c1b872549e03a00571-1734105083426
1618;Belirsiz / Bilinmeyen Müşteri;İlk Türk Devletleri ve Türk İslam Tarihi Soru Çözümü;ID ve Kelime Eşleşmesi Bulunamadı;İlk Türk Devletleri ve Türk İslam Tarihi Soru Çözümü;22.11.2023 18:51;Bilinmiyor;620ae3cc37e0acdb5399ed3029be32fdbfa0b0d5-1700668278917;https://185.86.155.222/playback/presentation/2.3/620ae3cc37e0acdb5399ed3029be32fdbfa0b0d5-1700668278917
1619;Türkçe ÖABTdeyiz;SORU ÇÖZÜMÜ - YENİ TÜRK EDEBİYATI;;SORU ÇÖZÜMÜ- 4;6.05.2025 18:57;47 dk;4b39fd288dc2700c79d58ee85b39fd914c7ff7ef-1747756697141;https://185.86.155.222/playback/presentation/2.3/4b39fd288dc2700c79d58ee85b39fd914c7ff7ef-1747756697141
1620;Türkçe ÖABTdeyiz;Türkçe Konu: (Ses Bilgisi - Yazım Kuralları);Arşiv / Eski Dönem Dersi;Türkçe Konu: (Ses Bilgisi - Yazım Kuralları);4.10.2023 20:25;Bilinmiyor;a6131e03aa0e1093c49fb1d16ce9bb5191efbba6-1696440339593;https://185.86.155.222/playback/presentation/2.3/a6131e03aa0e1093c49fb1d16ce9bb5191efbba6-1696440339593
1621;Türkçe ÖABTdeyiz;SORU ÇÖZÜMÜ - YENİ TÜRK EDEBİYATI;;SORU ÇÖZÜMÜ- 4;6.05.2025 18:57;47 dk;4b39fd288dc2700c79d58ee85b39fd914c7ff7ef-1748372809926;https://185.86.155.222/playback/presentation/2.3/4b39fd288dc2700c79d58ee85b39fd914c7ff7ef-1748372809926
1622;Belirsiz / Bilinmeyen Müşteri;TYT Coğrafya Konu: ;ID ve Kelime Eşleşmesi Bulunamadı;TYT Coğrafya Konu: ;10.11.2023 20:36;Bilinmiyor;309aeb1704569925de4bc120d126b6c4983b0a28-1699637782120;https://185.86.155.222/playback/presentation/2.3/309aeb1704569925de4bc120d126b6c4983b0a28-1699637782120
1623;Belirsiz / Bilinmeyen Müşteri;Eski Edebiyat Konu: ;ID ve Kelime Eşleşmesi Bulunamadı;Eski Edebiyat Konu: ;5.01.2024 20:27;Bilinmiyor;c56c08a6825a00d4bd6734e700118ed5d35a3d36-1704475659150;https://185.86.155.222/playback/presentation/2.3/c56c08a6825a00d4bd6734e700118ed5d35a3d36-1704475659150
1624;Belirsiz / Bilinmeyen Müşteri;3. Dil bilgisi (Türk Ses Bilgisi)-III;ID ve Kelime Eşleşmesi Bulunamadı;3. Dil bilgisi (Türk Ses Bilgisi)-III;1.11.2024 20:50;Bilinmiyor;3952b1ba6290cff1170a97c1b872549e03a00571-1730483407659;https://185.86.155.222/playback/presentation/2.3/3952b1ba6290cff1170a97c1b872549e03a00571-1730483407659
1625;Türkçe ÖABTdeyiz;2025 - MEVZUAT;;1982 ANAYASASI 9. DERS;24.04.2025 20:52;41 dk;885cd183396123664aae15258f36ab40589223ad-1746727086068;https://185.86.155.222/playback/presentation/2.3/885cd183396123664aae15258f36ab40589223ad-1746727086068
1626;Belirsiz / Bilinmeyen Müşteri;KPSS Matematik Konu: ;ID ve Kelime Eşleşmesi Bulunamadı;KPSS Matematik Konu: ;6.11.2023 18:51;Bilinmiyor;1251fe97b60335b5e071999fcd20e252dd791f36-1699285878614;https://185.86.155.222/playback/presentation/2.3/1251fe97b60335b5e071999fcd20e252dd791f36-1699285878614
1627;Belirsiz / Bilinmeyen Müşteri;2025 Halk edebiyatı son ders;ID ve Kelime Eşleşmesi Bulunamadı;2025 Halk edebiyatı son ders;5.04.2025 20:49;Bilinmiyor;38f3fcd57dd17598761beaa1ae9d1359d95b4502-1743875349287;https://185.86.155.222/playback/presentation/2.3/38f3fcd57dd17598761beaa1ae9d1359d95b4502-1743875349287
1628;Belirsiz / Bilinmeyen Müşteri;ESER İÇERİKLERİ;ID ve Kelime Eşleşmesi Bulunamadı;ESER İÇERİKLERİ;30.07.2023 15:45;Bilinmiyor;9a48b87c1b39021a0d41b535552cc11f4ace22a9-1690721119834;https://185.86.155.222/playback/presentation/2.3/9a48b87c1b39021a0d41b535552cc11f4ace22a9-1690721119834
1629;Belirsiz / Bilinmeyen Müşteri;AYT Edebiyat: Söz Sanatları;ID ve Kelime Eşleşmesi Bulunamadı;AYT Edebiyat: Söz Sanatları;16.12.2023 14:49;Bilinmiyor;ace885b05c73db94f84a3050a1b94eae475ef3dc-1702727340999;https://185.86.155.222/playback/presentation/2.3/ace885b05c73db94f84a3050a1b94eae475ef3dc-1702727340999
1630;Türkçe ÖABTdeyiz;SORU ÇÖZÜMÜ - HALK EDEBİYATI;;5. ders;30.06.2024 18:46;46 dk;2989cbd1040502c55f1f74f8b38fcfc5950fc4d1-1777481912653;https://185.86.155.222/playback/presentation/2.3/2989cbd1040502c55f1f74f8b38fcfc5950fc4d1-1777481912653
1631;Türkçe ÖABTdeyiz;.2026 DÜNYA EDEBİYATI;;fransız 6;30.11.2025 18:46;45 dk;35055dac95adb3f6c0c8afe1593ea9f87912dc72-1764521443737;https://185.86.155.222/playback/presentation/2.3/35055dac95adb3f6c0c8afe1593ea9f87912dc72-1764521443737
1632;Belirsiz / Bilinmeyen Müşteri;Dört Temel Beceri 1;ID ve Kelime Eşleşmesi Bulunamadı;Dört Temel Beceri 1;17.07.2023 15:57;Bilinmiyor;6993151cd392f3b2e99670a4cf83a778383b12a6-1689598631253;https://185.86.155.222/playback/presentation/2.3/6993151cd392f3b2e99670a4cf83a778383b12a6-1689598631253
1633;Belirsiz / Bilinmeyen Müşteri;4. ders;ID ve Kelime Eşleşmesi Bulunamadı;4. ders;25.07.2024 20:36;Bilinmiyor;569227d8b1048b533bc9ba0fdd3c7e12e549314e-1721928999664;https://185.86.155.222/playback/presentation/2.3/569227d8b1048b533bc9ba0fdd3c7e12e549314e-1721928999664
1634;Belirsiz / Bilinmeyen Müşteri;test;ID ve Kelime Eşleşmesi Bulunamadı;test;19.07.2025 19:32;Bilinmiyor;101c80ab4a5887dc1493d2baa9ffaff588ad7b51-1752942742265;https://185.86.155.222/playback/presentation/2.3/101c80ab4a5887dc1493d2baa9ffaff588ad7b51-1752942742265
1635;Türkçe ÖABTdeyiz;YİRMİLİ BRANŞ DENEMESİ DÖRT TEMEL BECERİ VE ALAN EĞİTİMİ ÇÖZÜM;;TEMA VE METİN ÖZELLİKLERİ;15.04.2023 17:13;50 dk;85cf7f78d52f24b1855c37e9a252bd190adc9774-1681567994720;https://185.86.155.222/playback/presentation/2.3/85cf7f78d52f24b1855c37e9a252bd190adc9774-1681567994720
1636;Türkçe ÖABTdeyiz;2025 - MEVZUAT;;1982 ANAYASASI 9. DERS;24.04.2025 20:52;41 dk;885cd183396123664aae15258f36ab40589223ad-1743702817729;https://185.86.155.222/playback/presentation/2.3/885cd183396123664aae15258f36ab40589223ad-1743702817729
1637;Belirsiz / Bilinmeyen Müşteri;Matematik Konu: ;ID ve Kelime Eşleşmesi Bulunamadı;Matematik Konu: ;27.11.2023 18:53;Bilinmiyor;602a7cdab7af537aa2491a7521e59e775f12c977-1701100380653;https://185.86.155.222/playback/presentation/2.3/602a7cdab7af537aa2491a7521e59e775f12c977-1701100380653
1638;Belirsiz / Bilinmeyen Müşteri;beyit incelemesi ve  sanatlar;ID ve Kelime Eşleşmesi Bulunamadı;beyit incelemesi ve  sanatlar;27.12.2023 18:54;Bilinmiyor;58fee96126fbde0c4f5e3c147df457ad979a56d4-1703692462686;https://185.86.155.222/playback/presentation/2.3/58fee96126fbde0c4f5e3c147df457ad979a56d4-1703692462686
1639;Türkçe ÖABTdeyiz;.2026 ÇOCUK EDEBİYATI;;ÇOCUK EDEBİYATI-16;27.04.2026 18:56;47 dk;0227ecef24ffd5f993e3a594193ec0e6cca913b3-1774886478932;https://185.86.155.222/playback/presentation/2.3/0227ecef24ffd5f993e3a594193ec0e6cca913b3-1774886478932
1640;Belirsiz / Bilinmeyen Müşteri;anonim halk edebiyatı;ID ve Kelime Eşleşmesi Bulunamadı;anonim halk edebiyatı;7.04.2025 19:01;Bilinmiyor;f2cbea88fd85117b36715ad29b52afd6488b00e6-1744041670894;https://185.86.155.222/playback/presentation/2.3/f2cbea88fd85117b36715ad29b52afd6488b00e6-1744041670894
1641;Türkçe ÖABTdeyiz;.2026 DÖRT TEMEL BECERİ;;DİNLEME YÖNTEM VE TEKNİKLERİ - 2;13.12.2025 20:43;32 dk;2b34ff093a4fe562ccbd4d1dec9defa11fabe2e9-1762623973398;https://185.86.155.222/playback/presentation/2.3/2b34ff093a4fe562ccbd4d1dec9defa11fabe2e9-1762623973398
1642;Belirsiz / Bilinmeyen Müşteri;Yeni Türk Edebiyatı 6, SERVETİFÜNUN;ID ve Kelime Eşleşmesi Bulunamadı;Yeni Türk Edebiyatı 6, SERVETİFÜNUN;7.12.2022 18:51;Bilinmiyor;7a6da00ddd15464a4b1af5d2e5a0f31624b86d0a-1670428296030;https://185.86.155.222/playback/presentation/2.3/7a6da00ddd15464a4b1af5d2e5a0f31624b86d0a-1670428296030
1643;Belirsiz / Bilinmeyen Müşteri;Halk Edebiyatı 2;ID ve Kelime Eşleşmesi Bulunamadı;Halk Edebiyatı 2;25.07.2023 15:45;Bilinmiyor;eeb66d9e478b883e969a19099865fcc6be53022a-1690289125969;https://185.86.155.222/playback/presentation/2.3/eeb66d9e478b883e969a19099865fcc6be53022a-1690289125969
1644;Belirsiz / Bilinmeyen Müşteri;nazım şekilleri;ID ve Kelime Eşleşmesi Bulunamadı;nazım şekilleri;22.11.2023 20:44;Bilinmiyor;58fee96126fbde0c4f5e3c147df457ad979a56d4-1700675068702;https://185.86.155.222/playback/presentation/2.3/58fee96126fbde0c4f5e3c147df457ad979a56d4-1700675068702
1645;Belirsiz / Bilinmeyen Müşteri;DÜNYA EDEBİYATI-DERİN OLAMAYAN BİRİNİN SIĞDAKİ BOZGUNU;ID ve Kelime Eşleşmesi Bulunamadı;DÜNYA EDEBİYATI-DERİN OLAMAYAN BİRİNİN SIĞDAKİ BOZGUNU;8.03.2024 20:31;Bilinmiyor;8b04ea855d9d5c790faa74e3a476ed6085b6364e-1709919061040;https://185.86.155.222/playback/presentation/2.3/8b04ea855d9d5c790faa74e3a476ed6085b6364e-1709919061040
1646;Türkçe ÖABTdeyiz;Türkçe 3;Arşiv / Eski Dönem Dersi;Türkçe 3;25.09.2023 20:25;Bilinmiyor;f7d11ee153894d4836a6f7298d2325f20e8cb090-1695662725132;https://185.86.155.222/playback/presentation/2.3/f7d11ee153894d4836a6f7298d2325f20e8cb090-1695662725132
1647;Belirsiz / Bilinmeyen Müşteri;2025 İnkılap Tarihi Soru çözümü ;ID ve Kelime Eşleşmesi Bulunamadı;2025 İnkılap Tarihi Soru çözümü ;14.05.2025 17:59;Bilinmiyor;229b8840a23d6664d327ac0bf1485fad7a5521ed-1747234767061;https://185.86.155.222/playback/presentation/2.3/229b8840a23d6664d327ac0bf1485fad7a5521ed-1747234767061
1648;Belirsiz / Bilinmeyen Müşteri;YENİ SINAV SİSTEMİ;ID ve Kelime Eşleşmesi Bulunamadı;YENİ SINAV SİSTEMİ;16.11.2024 20:48;Bilinmiyor;e60003cc242983d50a26e43e5ba9f6b8871a0f8c-1731779331433;https://185.86.155.222/playback/presentation/2.3/e60003cc242983d50a26e43e5ba9f6b8871a0f8c-1731779331433
1649;Belirsiz / Bilinmeyen Müşteri;kuamlar yöntemler;ID ve Kelime Eşleşmesi Bulunamadı;kuamlar yöntemler;3.02.2025 19:58;Bilinmiyor;f2cbea88fd85117b36715ad29b52afd6488b00e6-1738601932415;https://185.86.155.222/playback/presentation/2.3/f2cbea88fd85117b36715ad29b52afd6488b00e6-1738601932415
1650;Belirsiz / Bilinmeyen Müşteri;Yeni Türk Edebiyatı 4,;ID ve Kelime Eşleşmesi Bulunamadı;Yeni Türk Edebiyatı 4,;30.11.2022 19:57;Bilinmiyor;c44c626049911b724bc364d74c9956c0b5b3c105-1669827476676;https://185.86.155.222/playback/presentation/2.3/c44c626049911b724bc364d74c9956c0b5b3c105-1669827476676
1651;Türkçe ÖABTdeyiz;BEYİT ŞERHLERİ;;şerh 9;12.05.2024 18:56;44 dk;bf34a30375919b679162e745b11e71cb60b00db8-1717948389615;https://185.86.155.222/playback/presentation/2.3/bf34a30375919b679162e745b11e71cb60b00db8-1717948389615
1652;Belirsiz / Bilinmeyen Müşteri;KONUŞMA SORU ÇÖZÜMÜ VE OKUMAYA GİRİŞ;ID ve Kelime Eşleşmesi Bulunamadı;KONUŞMA SORU ÇÖZÜMÜ VE OKUMAYA GİRİŞ;8.02.2025 20:43;Bilinmiyor;a7bb88795d338b5aaf53e13882b28f159d978cf6-1739036618582;https://185.86.155.222/playback/presentation/2.3/a7bb88795d338b5aaf53e13882b28f159d978cf6-1739036618582
1653;Belirsiz / Bilinmeyen Müşteri;Eski Dil: EAT Dönemi ;ID ve Kelime Eşleşmesi Bulunamadı;Eski Dil: EAT Dönemi ;6.04.2024 21:38;Bilinmiyor;363a963a93a1ccafd0bffb577ede15f8cc5396cc-1712428706701;https://185.86.155.222/playback/presentation/2.3/363a963a93a1ccafd0bffb577ede15f8cc5396cc-1712428706701
1654;Belirsiz / Bilinmeyen Müşteri;Sözel Beceri: ;ID ve Kelime Eşleşmesi Bulunamadı;Sözel Beceri: ;13.01.2025 18:45;Bilinmiyor;5bc8e7e47d75badf1a8f836a3b9b1b87144500df-1736783120274;https://185.86.155.222/playback/presentation/2.3/5bc8e7e47d75badf1a8f836a3b9b1b87144500df-1736783120274
1655;Belirsiz / Bilinmeyen Müşteri;Eski Edebiyat Genele Tekrar 5;ID ve Kelime Eşleşmesi Bulunamadı;Eski Edebiyat Genele Tekrar 5;29.07.2023 19:59;Bilinmiyor;d87ed9ee3ea1e0278b588e681e79e338b1b6e84f-1690649959380;https://185.86.155.222/playback/presentation/2.3/d87ed9ee3ea1e0278b588e681e79e338b1b6e84f-1690649959380
1656;Türkçe ÖABTdeyiz;Türkçe Konu: Sözcük Türleri Sıfat;Arşiv / Eski Dönem Dersi;Türkçe Konu: Sözcük Türleri Sıfat;6.11.2023 18:25;Bilinmiyor;19280416745638e168a8a66d069d81f5c0308a63-1699284313012;https://185.86.155.222/playback/presentation/2.3/19280416745638e168a8a66d069d81f5c0308a63-1699284313012
1657;Belirsiz / Bilinmeyen Müşteri;AYT Edebiyat: ;ID ve Kelime Eşleşmesi Bulunamadı;AYT Edebiyat: ;23.04.2024 14:55;Bilinmiyor;85cacd3a12f2888ee7cd9b9fc34298937ff5f23e-1713873307316;https://185.86.155.222/playback/presentation/2.3/85cacd3a12f2888ee7cd9b9fc34298937ff5f23e-1713873307316
1658;Türkçe ÖABTdeyiz;.2026 ÇOCUK EDEBİYATI;;ÇOCUK EDEBİYATI-16;27.04.2026 18:56;47 dk;0227ecef24ffd5f993e3a594193ec0e6cca913b3-1774288816913;https://185.86.155.222/playback/presentation/2.3/0227ecef24ffd5f993e3a594193ec0e6cca913b3-1774288816913
1659;Türkçe ÖABTdeyiz;2025 - GENEL TEKRAR;;DÖRT TEMEL BECERİ - 7;11.07.2025 18:39;45 dk;059f2ad29732c04932217af6f0290782094cecca-1752169928027;https://185.86.155.222/playback/presentation/2.3/059f2ad29732c04932217af6f0290782094cecca-1752169928027
1660;Belirsiz / Bilinmeyen Müşteri;Eğitimin Temelleri ;ID ve Kelime Eşleşmesi Bulunamadı;Eğitimin Temelleri ;20.04.2025 17:57;Bilinmiyor;bd4eeb9f0a00097af2bd938abd2e76471a730be1-1745161067060;https://185.86.155.222/playback/presentation/2.3/bd4eeb9f0a00097af2bd938abd2e76471a730be1-1745161067060
1661;Türkçe ÖABTdeyiz;BEYİT ŞERHLERİ;;şerh 9;12.05.2024 18:56;44 dk;bf34a30375919b679162e745b11e71cb60b00db8-1714919695033;https://185.86.155.222/playback/presentation/2.3/bf34a30375919b679162e745b11e71cb60b00db8-1714919695033
1662;Türkçe ÖABTdeyiz;.2026 DİL BİLGİSİ;;ŞEKİL/YAPI/BİÇİM BİLGİSİ ( Yapısı Bakımından Sözcükler)-1;18.11.2025 18:59;41 dk;dc12c9d877c70209ea7d0274e884c99ee397001f-1764090357321;https://185.86.155.222/playback/presentation/2.3/dc12c9d877c70209ea7d0274e884c99ee397001f-1764090357321
1663;Belirsiz / Bilinmeyen Müşteri;AYT Edebiyat: ;ID ve Kelime Eşleşmesi Bulunamadı;AYT Edebiyat: ;22.04.2024 19:17;Bilinmiyor;0bb2e64ddaff7356a3e16497d91c8bececf70d34-1713802661322;https://185.86.155.222/playback/presentation/2.3/0bb2e64ddaff7356a3e16497d91c8bececf70d34-1713802661322
1664;Belirsiz / Bilinmeyen Müşteri;KONUŞMA EĞİTİMİ SORU ÇÖZÜMÜ;ID ve Kelime Eşleşmesi Bulunamadı;KONUŞMA EĞİTİMİ SORU ÇÖZÜMÜ;2.12.2023 20:58;Bilinmiyor;0b39fa7964b7e6a1c4d6189b8ce131b2a4f28d79-1701539899334;https://185.86.155.222/playback/presentation/2.3/0b39fa7964b7e6a1c4d6189b8ce131b2a4f28d79-1701539899334
1665;Belirsiz / Bilinmeyen Müşteri;Yeni Türk edebiyatı 49;ID ve Kelime Eşleşmesi Bulunamadı;Yeni Türk edebiyatı 49;11.04.2023 21:32;Bilinmiyor;ea917a6fb96dd01407303ca18dfd2d40903c1dcc-1681237920227;https://185.86.155.222/playback/presentation/2.3/ea917a6fb96dd01407303ca18dfd2d40903c1dcc-1681237920227
1666;Belirsiz / Bilinmeyen Müşteri;TANZİMAT 2. DÖNEM- 1.DERS;ID ve Kelime Eşleşmesi Bulunamadı;TANZİMAT 2. DÖNEM- 1.DERS;21.11.2023 21:15;Bilinmiyor;dfb704ca01640e7fc6de2cdfecda7b07b97c9dea-1700590533004;https://185.86.155.222/playback/presentation/2.3/dfb704ca01640e7fc6de2cdfecda7b07b97c9dea-1700590533004
1667;Belirsiz / Bilinmeyen Müşteri;Vatandaşlık Konu: ;ID ve Kelime Eşleşmesi Bulunamadı;Vatandaşlık Konu: ;21.02.2024 19:00;Bilinmiyor;633bacf8da60c4c4fc51f64e172210a7705e9618-1708531205443;https://185.86.155.222/playback/presentation/2.3/633bacf8da60c4c4fc51f64e172210a7705e9618-1708531205443
1668;Türkçe ÖABTdeyiz;BEYİT ŞERHLERİ;;şerh 9;12.05.2024 18:56;44 dk;bf34a30375919b679162e745b11e71cb60b00db8-1716735181790;https://185.86.155.222/playback/presentation/2.3/bf34a30375919b679162e745b11e71cb60b00db8-1716735181790
1669;Belirsiz / Bilinmeyen Müşteri;40) Cümle Bilgisi (Cümle Çeşitleri) 7;ID ve Kelime Eşleşmesi Bulunamadı;40) Cümle Bilgisi (Cümle Çeşitleri) 7;7.02.2025 18:55;Bilinmiyor;3952b1ba6290cff1170a97c1b872549e03a00571-1738943722299;https://185.86.155.222/playback/presentation/2.3/3952b1ba6290cff1170a97c1b872549e03a00571-1738943722299
1670;Belirsiz / Bilinmeyen Müşteri;Eski Dil Konu: ;ID ve Kelime Eşleşmesi Bulunamadı;Eski Dil Konu: ;17.02.2024 20:37;Bilinmiyor;8e9380aa0ad9654c266f894ed88a7d7be5d58563-1708191441439;https://185.86.155.222/playback/presentation/2.3/8e9380aa0ad9654c266f894ed88a7d7be5d58563-1708191441439
